Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,596415104.549144,887295267.875155,1773199523.2307,2361613519.64159,2787951880.56906,2678475773.44702,2526009062.56797,2614566292.25907,2510312801.2603,2323419617.12079,2578265355.71255,2791762880.25884
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,..,874000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3249000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,28901836158.1921,38270206950.41,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26221660067.6697,38115981878.5647,48319620013.078
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,1421466239.56234,2483953102.79488,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6214633651.30911,..,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,11539211480.3625,37440673477.8982,37120517693.8622,43476873412.803,42848195256.2142,46417340374.5203,48516371720.8346,41516701871.248,42973365745.2891,47544459558.9514,53251369047.3762
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,13229247947.8513,21263514833.2412,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57204400105.015,58961235412.2227,62316359824.1281,69487922619.3401
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,3220920084.77746,6720492405.83611,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45322259884.1791,50559431846.4989,54545184267.5751
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3081479800.28769,3877673539.09084,8550363974.79243,8729936135.74487,9892702357.56691,9919780071.28764,10601690871.7611,10673516672.6664,9744243531.20119,9958655044.98547,11465850504.0067,12100459087.2532
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1880771556.30474,1743506531.32652,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905,7064971176.34408
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,44024178343.0071,93789736842.1053,202257586267.556,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,296636282166.176,296753497922.573,314707268049.991,354348422831.193
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,215089005.235602,624337145.284622,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4414055724.73387,4865546025.86599,5272288442.84566
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2681912030.49384,2954129565.82965,10181021770.4326,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14345828992.0411,13099495529.7113,14010787737.8424,15339614406.6617,17196688919.9878
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547163582.33149,4306192435.82207,8528202278.41067,8741059602.64901,9500669014.63601,9211948090.70898,10151192765.7466,11281702719.8057,10701866983.4752,11442612408.8179,12748803180.3035,14542039605.2294
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,110937700,152617500,164969100,173260300,185210500,190800800,183121300,179697900,194497900,204173400,211523642.4
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1019600785.27212,1293654175.2102,3662282133.18962,4337794151.37698,5166346516.40948,5231255478.38986,5639818811.90095,5372783879.75886,4832547925.29075,4727937032.27564,4975432190.51025,5365868725.27374
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2653480001.34558,4663313618.18946,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14220348672.7333
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,261253582805.945,707906744574.644,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077827944342.35,1158071006809.62,1223808885585.61
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233226300,279966700,296525300,310502100,326128700,316040600,317999400,315179700,329895600,336427500,344501760
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,1288429391.79951,5439422031.39627,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11309082555.1568
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481316053.85316,2647883815.57966,5451653237.01028,5362649006.62252,6080344731.72088,5743029680.07195,6553372278.27934,7060236168.2367,6258178995.23123,6468252212.38938,6400946585.53076,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896123.61298,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11433635875.9316,13009574620.6012
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984297589.359934,4159328980.2723,4139192052.98013,4538199888.79622,4087725812.66864,4464261816.25066,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5452173040.60434
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30180108561.9305,38857251336.3448,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103345296966.607,109708728848.535,118495328198.08
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,2512079324.07706,5016469068.50898,10911698204.4676,10154238250.1818,13131168011.807,15265269710.6404,16018848993.9909,16961117243.491,14798413628.4625,10896894351.3881,12651912500.4128,14457964380.8548
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,8905066163.58643,36906181380.8127,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.526,65446199787.8425,59687410896.5734,63256184700.2223,66719084835.9898,71214803377.8188
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2785764518.01845,3833993702.98856,8876191120.76189,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11650656642.2655,11286139080.0065,13566192142.5835,14521711630.1744
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,44294351.7637203,49234059.7187225,72682692.5373284,103837431.883349,108631468.258281,117013202.314436,99964019.3044941,102055047.945899,113880715.219337,114718022.803078
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562402.66027,5494252207.90502,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,24880266905.4961,28812491891.5812
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,318330511920.61,416442786069.652,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,830572618849.829,912872334082.473
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529310103.83608,2682347064.3642,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495129385.0475,52623281956.7031,121338622025.111,146583831538.331,168461998741.295,176193696737.934,190784384693.441,200834001603.85,177208110322.704,187854022728.459,202590814084.991,205024937871.546
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455483.87097,5107329007.0922,8298695144.91507,8758622328.66962,9774316692.15985,10532001129.67,10982972256.3787,11880438824.4494,12756717322.7625,13286093197.4791,13843586679.5401,13117859221.6626
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,2480673194.99252,1798374468.36362,5373097440.5653,5718664504.91341,6409184724.22579,6942258305.19085,7667952566.39139,8229731383.75656,7217667780.59665,7528285443.60769,8119710126.32655,9239513529.65905
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,54035795388.0915,69448756932.5833,291880204327.419,363359886203.409,410334579160.752,459376049763.999,514966287334.277,568498937615.656,494583180777.103,404649527537.753,375745486520.656,397269616080.908
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,4699646643.10954,3772851420.24763,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11279509013.9119,12672131053.1578
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1593000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791683307.507,171315639982.731,386622457579.95,429130952709.224,498831558925.86,510229136226.902,523502127659.574,499338534779.159,386663139402.707,371344761904.762,399488897844.046,434750937596.065
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045513.6541,19507412223.6671,48388296488.9467,58642392717.8153,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68921456436.9311,65941482444.7334,70783875162.5488,79294928478.5436
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010424928.715,73952374969.7995,168152775283.032,177406854514.885,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556126820.064,278654637737.69,304951818494.066,312570060548.453
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,144759500,182704300,182863000,193235600,214648500,225345700,245675100,293124000,303984500,289823500,310111145
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000,65055100000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730364.99623,3521339699.07407,11619541940.4014,14250726289.854,17984816533.1084,21295834133.2309,21261305413.2323,23210611846.9164,21723378124.5485,20759048834.9824,22277692408.8879,23431596214.0081
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523.02702,8855705139.55857,22341754513.9643,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.981,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733,40842341774.2489
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669.3609,51744749133.213,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200983797111.659,189759138299.209,191907499037.066,210702303186.432,222237570741.8
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,44311593755.7845,81026300310.0109,168334601260.075,199590775190.258,224143083706.777,250092092998.143,271836123723.678,284584522898.872,292774099013.687,304897590205.413,313619747740.186,330910343610.956
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749036.9844,171886058765.33,439796160379.475,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545389126644.476,477577397532.829,472028000405.803,526371021088.561,585782872331.589
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78721607509.4923,118358489957.619,243745748819.116,238303443425.21,244895101712.451,216368178659.447,226073492966.495,229629822121.601,199420256049.689,206275669201.916,219308125506.737,237978936954.963
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,104250200000,101130900000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423.07692,17759890109.8901,97798351648.3516,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,166928571428.571,192009340659.341
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545.4545,37253259016.9976,174103695930.213,166225180150.414,183443154234.731,171196268957.961,190949066979.176,199626806401.529,177893451831.141,188494136775.719,211406933991.363,239552516744.469
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,516814274021.956,259710142196.943,1222644282200.48,1524917468442.6,2051661732059.47,2210256976944.74,2297128039058.16,2059984158384.6,1363594369511.4,1282723881083.71,1578624060588.26,1657553765580.67
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618.14774,1813938652.72487,5373088996.59376,5783152633.48246,6563320570.40862,7334917696.72263,7621923307.70325,8016591927.65923,8277613193.57631,8475681532.52169,9135454442.14013,9509003196.73999
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.755358,269019710.327456,560959527.824621,643046733.391126,739785121.889922,801168622.338114,804808525.537223,805162576.422974,804100573.408688,786640012.24318,841538412.998896,861494700.74813
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1101897917.81832,2363156432.34232,2139072847.68212,2054489852.65499,1800077091.09598,1865374402.54912,1788510017.24824,1523012088.2777,1564380530.97345,1632860040.56795,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,187821029.03052,197454052.146072,233213521.691189,252560556.021848,302925488.131749,348941656.435664,318265835.263324,347545391.785,375040173.816889,422296762.322469
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,117630271802.403,189514926213.333,429097866666.667,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902880,644935541440,688586133333.333,782483466666.667
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7237100724.34196,5924239700.81588,16248212852.2767,16215069255.5479,17878780184.8709,17825417949.4231,18960182371.3937,19770840285.9946,17767704596.9267,19027392875.8489,21081669870.0624,24129599551.8342
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6540245607.20262,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394238300.4008,47062205546.5,39628549949.7295,40630392018.541,44120424391.86,50508366849.6463
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.942457,614879764.780006,847397850.094417,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1427524565.30226,1503168689.81984,1590180446.19384
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635874002.198748,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.23943,3999945202.44328
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36144336768.7023,96074477958.2366,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318068476293.883,338406474038.67,364156657769.87
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12694544692.7374,29114875621.8905,88945625173.6593,89501012915.7314,98181259740.0919,93413992955.8972,98478349315.3252,100948236941.182,87769595120.4718,89848359304.5293,95617670260.1145,106472189680.752
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,18130730932.2034,20342201356.0052,50244793831.6199,48013606745.4803,51290792018.1074,46352802765.5763,48116256926.0807,49889553216.003,43102044290.9563,44641210338.2514,48455919386.0505,54235484383.0673
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,302515026.890225,435103853.485036,597765363.128492,681151189.956511,932725578.761845,1063879451.2333,1129787201.75701,1172268295.92618,1154650066.30195,1232699140.37163,1321131090.73503,1411904531.44787
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,..,..,..,..,..,..,6480989791.0905,6562208806.34207,6669000749.18274,6839998517.02752,7128000000,7484000000.00001
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,115553279480.54,136361854808.496,295936485832.635,375349442837.24,416418874936.304,396327875200.974,366643223167.031,350636208160.181,317536830643.708,295746599723.99,348871647962.321,366298209834.58
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,12231362022.6859,15727363443.0995,17826697892.2717,10368813559.322,13257627118.6441,13282033898.3051,12374452028.1893,3070885014.08113,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,535101248775.71,595402616546.895,1499099749930.54,1431616749640.29,1488067258325.2,1336018949805.58,1361854206549.39,1376910811040.88,1199084183705.08,1237499479181.11,1314314164402.2,1426189137596.58
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,42066217871.5349,56725749221.9043,65292753005.4664,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,88019706803.834,88900770857.6351
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217258907.777778,433520494.939384,767066391.818518,766785071.244444,818728133.003704,800392821.222222,849496203.911111,916857359.52963,936314411.47037,958973183.222222,992007403.125926,1039875050.37037
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,518433324.814815,834327296.296296,1278745518.51852,1399203481.48148,1444269666.66667,1437879370.37037,1481132148.14815,1542406296.2963,1640925666.66667,1688244703.7037,1810139888.88889,1876189777.77778
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240365262.592593,396261370.37037,674922481.481482,681225962.962963,676129407.407407,692933740.740741,721208998.225378,727714407.111622,755458031.415067,770762204.076066,785222509.144563,813093984.074074
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647540.9836,12257418326.0734,53150209167.934,65634109236.7736,67327289319.733,68125631150.2939,72065940085.772,82151588418.8325,96741742021.6738,95558220776.921,123053386001.137,40851536133.7642
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.69697,3875555555.55556,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4787367928.11777,3167164370.80564,3068766109.75333,3427269681.74204
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,258443064928.702,260158695509.812,430114322297.421,488909078695.423,563797423389.285,544481531961.98,579360671663.959,574413132024.98,498117638852.897,512205240408.433,535607385506.432,551031682226.344
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,258066552980.132,272055499940.786,541506500413.565,583782977866.405,699579638638.226,668043614122.87,688504173431.454,709182559935.301,679832291693.257,670181065629.156,678965423322.021,705501304688.699
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624283.9787,19325894913.1254,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395066.27017,860521119.298753,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,7854602391.65355,6952678127.03396,7157865188.25222,7522947810.12326
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743262.82876,13375976353.6994,29081425282.2949,32014249841.4151,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0927,47378599025.3044,49774021003.0747,53320625958.5628,57437073927.1796
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063965.9182,126392308497.749,281710095724.761,341105009515.333,370818747396.833,397558094269.877,420333333333.333,407339361695.577,401295970240.337,412352789519.611,455275517239.347,504992757704.997
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,439646121.579366,3199666690.88017,3998961313.73619,5672048723.41683,6661664574.7463,5637671696.36367,4041636956.55441,3092624754.7917,2503532102.2697,2487269437.36822,2581000000
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427515.41881,1488185772.47585,3365711796.38206,3426022205.75557,3867391618.08827,3873529926.22723,4320427495.74933,4568900619.92456,4179185205.16122,4414908596.54217,4765866980.38429,5300214337.17579
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.577404,202363492.160332,318166562.784677,369485198.817979,423011844.331641,472358251.224261,450686353.674011,443911052.254042,435438217.281663,401109307.359307,430174168.740104,450353313.884584
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338232.95978,19172165225.5015,22157948396.2042,25433011405.3017,25769329445.0666,27110262285.4127,27477965424.1625,25121524774.9867,21746391333.0334,22250455018.8067,23410353434.6523
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568181.8182,21473188881.5933,43454935940.1614,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43152528548.124,41808379888.2682,39952095560.8829,39860715814.4238
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,150676291094.21,272979390333.738,644639901973.703,771901768870.083,832523680908.06,873982246611.954,950579413122.56,934185915386.096,859796872677.614,863721648068.806,851549231502.615,766509088837.579
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641.3171,2904662604.82053,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36180000000,37926285714.2857,40761142857.1429
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,703175750,686787810,728789570,715722770,740776770,823968140,893501650,950357510,962525840,1022312010
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824447.74022325,13742057.0500928,27101312.7912806,31824701.2779469,38713279.6189995,37671734.4913473,37507514.536976,37291841.426971,35492333.8641732,36547419.8730745,40620557.1335093,42587778.4724662
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304398865.88268,6193246837.09687,18168902153.8798,20186496527.1256,20176025256.9153,23114293416.3905,24599550623.7254,27291879819.3622,27102650386.6012,24133664284.5089,25995031850.1545,27476945526.013
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81456918678.5008,31261527363.144,117113410001.027,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93355993628.5042,112190355158.178,130832374404.882
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748.2975,104337372362.151,253547358747.447,289787338325.391,350666031313.819,374590605854.323,390107556160.654,403137100068.073,358135057862.492,357045064669.843,382575085091.899,414178897208.986
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1093169389204.55,1648269027084.28,2394785792179.47,2452899665124.47,2634895693131.3,2676605417645.99,2753565033773.77,3034729456047.18,2896420586534.4,2659238931670.25,2637866340434.13,2825207947502.9
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5963144000000,10252345464000,14448933025000,14992052727000,15542581104000,16197007349000,16784849190000,17521746534000,18219297584000,18707188235000,19485393853000,20494099845390.2
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655.23139,22823255801.8447,31660911277.0294,40284481651.9021,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,52687612261.5424,56488991831.0239,59596885024.3487
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607917.8773,13760513969.314,33689223673.2577,39332770928.9426,45915191189.3237,51821573338.1312,57690770140.2657,76658542757.4707,81847410181.7953,81779019095.6692,59159949231.4924,50499920318.2926
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,158397403.041175,272014693.050806,610066628.693058,700804286.224354,792149700.679116,781702874.106058,801787555.861121,814954306.971033,737917151.424178,787942567.411846,849708342.698412,887817896.301835
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48598315565.032,117140723529.412,329787628928.472,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740805.56984,31172518403.3162,106014659770.222,115931749697.241,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223779865815.183,244948445308.883
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,4203000000,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,7268200000,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000,14615900000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647119229.00763,9652436179.64605,25130274124.2524,30906749533.221,32726417878.391,35401339869.3055,40415233436.1767,43228585321.3272,42628328212.1041,30968242967.7823,26818703092.5852,26914402223.7828
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3285217391.30435,3600683039.73254,15328342303.9575,20265556273.582,23460098339.7453,25503370699.2015,28045460442.1876,27150630607.2032,21154394545.895,20954754378.1394,25868142076.7897,26720073435.9014
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22813010116.1292,31000519447.175
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,446901684420.875,735188056517.166,1796358749934.16,2110062113014.68,2501833645178.18,2787005632800.04,2867265277713.17,2908426366523.66,2557828733470.7,2506038474468.22,2588676963425.26,2781325613205.7
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,17961665075.0692,34177854579.9679,58178987893.2216,63286770718.6336,68423468920.3575,70778783660.6102,71874614598.3802,72804605847.511,71620269050.3783,67183921136.4825,69074812658.1643,72930271172.9642
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,262250569955.316,427646547096.422,1287790847790.09,1312306614706.01,1445166364927.32,1351020408339.39,1421923544401.21,1464718685618.07,1287360865864.85,1315627473799.51,1455568032701.07,1630175297325.66
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1819109958298.11,3295338430288.91,7037596798874.97,8547107609959.71,9582350979568.66,10046243727335.3,10229925914728,10594923447904.2,10278923522327.7,10512884952663.6,11369554644897.9,11636654057050
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4732335225532.58,8281309000052.6,14526067836583.6,16935062447071.5,19632602228096.1,21010207451844.7,21243898145787,21876509488557.4,21747800265057,22447570589125.6,23912261117830.8,25918289434655.4
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,663000642568.432,1735179356319.94,6490710245020.34,7868968060604.67,9614771033908.29,10721334546957.2,11827780244502.1,12714085026388.9,13223362408545.5,13457752355494.1,14646215900250.9,16279999801740.6
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,661633306116.341,1731600816824.68,6477920156078.09,7853669415319.31,9596177837051.58,10700596695068.2,11804960245048.5,12689604505542.3,13197946656328.1,13431911479092.8,14618128658743,16248767389147.8
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5871869023301.17,6484573532448.5,12915145836358.7,12651372899227.5,13631230746160.9,12651516120846,13203039232372.4,13499747373539.6,11683772866888.7,11983158705495.2,12634710106684,13669950928580.3
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8838813514070.68,10022982147640.7,20472867180992.5,20947219688075.2,23210134856318.4,22372120484959.4,23380873344196.4,23707435251251.6,20418335201181.1,20361374748400.9,21523445203238.8,23033946317434.9
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,932750911538.012,697944442001.164,2603323082071.74,3099809011020.19,3831921026803.82,4058075244447.13,4314981741824.11,4036166875129.5,3088691707518.32,2960291936549.57,3317273632219.24,3394924024495.23
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1020484876850.67,891604774598.596,3105898370579.59,3638996448763.09,4423152690820.26,4614984435819.91,4897373945067.55,4639238345481.57,3615788111860.42,3483943366076.73,3898846070787.19,4041512556263.03
